iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
OWID_WRL,,World,2020-01-18,84.0,17.0,3.571,2.0,0.0,0.14300000000000002,0.011000000000000001,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-19,220.0,136.0,23.0,3.0,1.0,0.28600000000000003,0.027999999999999997,0.017,0.003,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-20,240.0,20.0,25.714000000000002,3.0,0.0,0.28600000000000003,0.031,0.003,0.003,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-21,393.0,153.0,47.428999999999995,6.0,3.0,0.7140000000000001,0.05,0.02,0.006,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-22,535.0,142.0,67.571,17.0,11.0,2.1430000000000002,0.069,0.018000000000000002,0.009000000000000001,0.002,0.001,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-23,632.0,97.0,81.429,17.0,0.0,2.1430000000000002,0.081,0.012,0.01,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-24,898.0,266.0,118.714,26.0,9.0,3.429,0.115,0.034,0.015,0.003,0.001,0.0,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-25,1351.0,453.0,181.0,41.0,15.0,5.571000000000001,0.17300000000000001,0.057999999999999996,0.023,0.005,0.002,0.001,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-26,2024.0,673.0,257.714,56.0,15.0,7.571000000000001,0.26,0.086,0.033,0.006999999999999999,0.002,0.001,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-27,2821.0,797.0,368.714,81.0,25.0,11.142999999999999,0.36200000000000004,0.102,0.047,0.01,0.003,0.001,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-28,4588.0,1767.0,599.286,106.0,25.0,14.286,0.589,0.22699999999999998,0.077,0.013999999999999999,0.003,0.002,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-29,6068.0,1480.0,790.429,132.0,26.0,16.429000000000002,0.778,0.19,0.10099999999999999,0.017,0.003,0.002,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-30,7825.0,1757.0,1027.5710000000001,170.0,38.0,21.857,1.004,0.225,0.132,0.022000000000000002,0.005,0.003,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-01-31,9826.0,2001.0,1275.4289999999999,213.0,43.0,26.714000000000002,1.261,0.257,0.16399999999999998,0.027000000000000003,0.006,0.003,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-01,11948.0,2122.0,1513.8570000000002,259.0,46.0,31.143,1.5330000000000001,0.272,0.19399999999999998,0.033,0.006,0.004,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-02,14556.0,2608.0,1790.286,305.0,46.0,35.571,1.867,0.335,0.23,0.039,0.006,0.005,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-03,17374.0,2818.0,2079.0,362.0,57.0,40.143,2.229,0.36200000000000004,0.267,0.046,0.006999999999999999,0.005,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-04,20617.0,3243.0,2289.857,427.0,65.0,45.857,2.645,0.41600000000000004,0.294,0.055,0.008,0.006,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-05,24525.0,3908.0,2636.7140000000004,493.0,66.0,51.571000000000005,3.1460000000000004,0.501,0.33799999999999997,0.063,0.008,0.006999999999999999,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-06,28276.0,3751.0,2921.571,565.0,72.0,56.428999999999995,3.628,0.48100000000000004,0.375,0.07200000000000001,0.009000000000000001,0.006999999999999999,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
OWID_WRL,,World,2020-02-07,31494.0,3218.0,3095.429,638.0,73.0,60.714,4.04,0.413,0.397,0.08199999999999999,0.009000000000000001,0.008,,,,,,,,,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
